Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit;Month;Year
1523;CA-2015-144806;12.06.2015;12.11.2015;Standard Class;GH-14425;Gary Hwang;Consumer;United States;Tucson;Arizona;85705;West;OFF-PA-10002586;Office Supplies;Paper;Xerox 1970;20;5;20%;6723;iyn;2015
1524;CA-2015-144806;12.06.2015;12.11.2015;Standard Class;GH-14425;Gary Hwang;Consumer;United States;Tucson;Arizona;85705;West;OFF-PA-10003039;Office Supplies;Paper;Xerox 1960;198272;8;20%;62;iyn;2015
1525;CA-2015-144806;12.06.2015;12.11.2015;Standard Class;GH-14425;Gary Hwang;Consumer;United States;Tucson;Arizona;85705;West;OFF-ST-10004804;Office Supplies;Storage;"Belkin 19"" Vented Equipment Shelf, Black";247104;6;20%;-586872;iyn;2015
1526;CA-2015-144806;12.06.2015;12.11.2015;Standard Class;GH-14425;Gary Hwang;Consumer;United States;Tucson;Arizona;85705;West;OFF-AR-10004042;Office Supplies;Art;BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain;86304;6;20%;97092;iyn;2015
1527;CA-2016-122392;22.07.2016;27.07.2016;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;Allentown;Pennsylvania;18103;East;OFF-AR-10002221;Office Supplies;Art;12 Colored Short Pencils;42461;2;20%;0;iyl;2016
1528;CA-2016-122392;22.07.2016;27.07.2016;Standard Class;CJ-12010;Caroline Jumper;Consumer;United States;Allentown;Pennsylvania;18103;East;FUR-FU-10002456;Furniture;Furnishings;Master Caster Door Stop, Large Neon Orange;11648;2;20%;33488;iyl;2016
1529;CA-2015-148432;11.07.2015;11.10.2015;Second Class;MC-18130;Mike Caudle;Corporate;United States;Newark;Delaware;19711;East;OFF-FA-10004968;Office Supplies;Fasteners;Rubber Band Ball;26;7;0%;1;iyl;2015
1530;CA-2015-148432;11.07.2015;11.10.2015;Second Class;MC-18130;Mike Caudle;Corporate;United States;Newark;Delaware;19711;East;OFF-PA-10001274;Office Supplies;Paper;Loose Memo Sheets;46088;2;0%;3431;iyl;2015
1531;CA-2015-103793;26.03.2015;31.03.2015;Standard Class;BV-11245;Benjamin Venier;Corporate;United States;Miami;Florida;33142;South;OFF-PA-10001125;Office Supplies;Paper;Xerox 1988;74352;3;20%;23235;mar;2015
1532;CA-2017-159884;31.08.2017;09.05.2017;Standard Class;JF-15490;Jeremy Farry;Consumer;United States;Tempe;Arizona;85281;West;OFF-ST-10000344;Office Supplies;Storage;Neat Ideas Personal Hanging Folder Files, Black;10744;1;20%;1;avq;2017
1533;CA-2017-159884;31.08.2017;09.05.2017;Standard Class;JF-15490;Jeremy Farry;Consumer;United States;Tempe;Arizona;85281;West;OFF-FA-10000585;Office Supplies;Fasteners;OIC Bulk Pack Metal Binder Clips;8376;3;20%;27222;avq;2017
1534;CA-2016-139885;12.04.2016;12.08.2016;Standard Class;EB-13840;Ellis Ballard;Corporate;United States;New York City;New York;10035;East;OFF-ST-10003324;Office Supplies;Storage;Belkin OmniView SE Rackmount Kit;213;6;0%;0;apr;2016
1535;CA-2017-124086;02.10.2017;14.02.2017;Standard Class;MP-18175;Mike Pelletier;Home Office;United States;Laguna Niguel;California;92677;West;FUR-BO-10004015;Furniture;Bookcases;Bush Andora Bookcase, Maple/Graphite Gray Finish;203983;2;15%;167986;okt;2017
1536;CA-2016-112389;29.10.2016;11.02.2016;Standard Class;JM-15655;Jim Mitchum;Corporate;United States;Bridgeton;New Jersey;8302;East;OFF-ST-10000419;Office Supplies;Storage;Rogers Jumbo File, Granite;41;3;0%;0;okt;2016
1537;CA-2016-112389;29.10.2016;11.02.2016;Standard Class;JM-15655;Jim Mitchum;Corporate;United States;Bridgeton;New Jersey;8302;East;OFF-AP-10001626;Office Supplies;Appliances;Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags;24777;3;0%;30342;okt;2016
1538;CA-2017-121888;15.09.2017;17.09.2017;Second Class;CL-11890;Carl Ludwig;Consumer;United States;Everett;Massachusetts;2149;East;TEC-PH-10000439;Technology;Phones;GE DSL Phone Line Filter;40;1;0%;115971;sen;2017
1539;CA-2017-121888;15.09.2017;17.09.2017;Second Class;CL-11890;Carl Ludwig;Consumer;United States;Everett;Massachusetts;2149;East;OFF-AR-10003478;Office Supplies;Art;Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack;16;2;0%;6512;sen;2017
1540;CA-2017-121888;15.09.2017;17.09.2017;Second Class;CL-11890;Carl Ludwig;Consumer;United States;Everett;Massachusetts;2149;East;FUR-BO-10002545;Furniture;Bookcases;Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors;783;3;0%;2035644;sen;2017
1541;CA-2017-121888;15.09.2017;17.09.2017;Second Class;CL-11890;Carl Ludwig;Consumer;United States;Everett;Massachusetts;2149;East;OFF-BI-10001765;Office Supplies;Binders;Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges;242;7;0%;1163904;sen;2017
1542;CA-2014-166884;03.11.2014;16.03.2014;Second Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Columbus;Ohio;43229;East;FUR-FU-10003981;Furniture;Furnishings;Eldon Wave Desk Accessories;11902;5;20%;2288;noy;2014
1543;CA-2014-166884;03.11.2014;16.03.2014;Second Class;CK-12205;Chloris Kastensmidt;Consumer;United States;Columbus;Ohio;43229;East;OFF-FA-10001561;Office Supplies;Fasteners;Stockwell Push Pins;10464;6;20%;17004;noy;2014
1544;CA-2014-107181;02.04.2014;02.08.2014;Standard Class;DB-13270;Deborah Brumfield;Home Office;United States;San Diego;California;92024;West;OFF-BI-10004230;Office Supplies;Binders;GBC Recycled Grain Textured Covers;82896;3;20%;290136;apr;2014
1545;CA-2014-107181;02.04.2014;02.08.2014;Standard Class;DB-13270;Deborah Brumfield;Home Office;United States;San Diego;California;92024;West;OFF-PA-10000350;Office Supplies;Paper;"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book";34;4;0%;160928;apr;2014
1546;CA-2014-150245;31.12.2014;01.04.2015;Second Class;PC-18745;Pamela Coakley;Corporate;United States;Watertown;New York;13601;East;FUR-BO-10002613;Furniture;Bookcases;Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors;1573488;7;20%;196686;dek;2014
1547;CA-2015-111395;23.11.2015;27.11.2015;Standard Class;VB-21745;Victoria Brennan;Corporate;United States;San Antonio;Texas;78207;Central;OFF-PA-10000994;Office Supplies;Paper;Xerox 1915;336;4;20%;117432;noy;2015
1548;CA-2015-111395;23.11.2015;27.11.2015;Standard Class;VB-21745;Victoria Brennan;Corporate;United States;San Antonio;Texas;78207;Central;OFF-BI-10002867;Office Supplies;Binders;GBC Recycled Regency Composition Covers;23912;2;80%;-406504;noy;2015
1549;CA-2015-111395;23.11.2015;27.11.2015;Standard Class;VB-21745;Victoria Brennan;Corporate;United States;San Antonio;Texas;78207;Central;OFF-ST-10001291;Office Supplies;Storage;Tenex Personal Self-Stacking Standard File Box, Black/Gray;27056;2;20%;23674;noy;2015
1550;CA-2014-134278;07.06.2014;07.08.2014;First Class;EP-13915;Emily Phan;Consumer;United States;New York City;New York;10011;East;TEC-CO-10001046;Technology;Copiers;Canon Imageclass D680 Copier / Fax;559992;1;20%;1749975;iyn;2014
1551;US-2017-124926;13.11.2017;18.11.2017;Second Class;ME-17320;Maria Etezadi;Home Office;United States;Houston;Texas;77095;Central;OFF-AP-10004868;Office Supplies;Appliances;Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags;9324;6;80%;-247086;noy;2017
1552;CA-2016-159345;17.06.2016;22.06.2016;Standard Class;IG-15085;Ivan Gibson;Consumer;United States;San Diego;California;92024;West;OFF-PA-10000806;Office Supplies;Paper;Xerox 1934;112;2;0%;548604;iyn;2016
1553;CA-2014-130274;05.03.2014;05.05.2014;First Class;JS-15940;Joni Sundaresam;Home Office;United States;Appleton;Wisconsin;54915;Central;OFF-LA-10002195;Office Supplies;Labels;Avery 481;22;7;0%;103488;mar;2014
1554;CA-2017-158386;16.10.2017;21.10.2017;Standard Class;BO-11425;Bobby Odegard;Consumer;United States;Richmond;Kentucky;40475;South;OFF-BI-10003719;Office Supplies;Binders;Large Capacity Hanging Post Binders;125;5;0%;57385;okt;2017
1555;CA-2015-111507;02.06.2015;13.02.2015;Standard Class;VW-21775;Victoria Wilson;Corporate;United States;Bellevue;Washington;98006;West;OFF-AR-10001315;Office Supplies;Art;Newell 310;46874;3;0%;15312;iyn;2015
1556;CA-2017-120761;09.04.2017;09.08.2017;Standard Class;AB-10150;Aimee Bixby;Consumer;United States;Long Beach;New York;11561;East;TEC-AC-10000171;Technology;Accessories;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack;92;4;0%;395428;apr;2017
1557;CA-2016-109176;05.09.2016;15.05.2016;Standard Class;JW-16075;Julia West;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFF-EN-10003134;Office Supplies;Envelopes;Staple envelope;9344;1;20%;3504;sen;2016
1558;CA-2016-109176;05.09.2016;15.05.2016;Standard Class;JW-16075;Julia West;Consumer;United States;Philadelphia;Pennsylvania;19140;East;OFF-AR-10001955;Office Supplies;Art;Newell 319;79;5;20%;33848;sen;2016
1559;CA-2015-112116;16.03.2015;18.03.2015;Second Class;JE-15475;Jeremy Ellison;Consumer;United States;Seattle;Washington;98103;West;FUR-TA-10001039;Furniture;Tables;KI Adjustable-Height Table;172;2;0%;447096;mar;2015
1560;CA-2016-126809;04.09.2016;13.04.2016;Standard Class;EB-13750;Edward Becker;Corporate;United States;Seattle;Washington;98103;West;OFF-BI-10003712;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";35352;9;20%;128151;sen;2016
1561;CA-2014-105172;04.04.2014;04.09.2014;Standard Class;PK-18910;Paul Knutson;Home Office;United States;San Francisco;California;94109;West;OFF-LA-10001641;Office Supplies;Labels;Avery 518;46283;6;0%;9072;apr;2014
1562;CA-2017-107293;09.05.2017;09.06.2017;First Class;CS-12400;Christopher Schild;Home Office;United States;Seattle;Washington;98115;West;OFF-AR-10003732;Office Supplies;Art;Newell 333;28522;1;0%;1;may;2017
1563;US-2017-102890;30.06.2017;30.06.2017;Same Day;SG-20470;Sheri Gordon;Consumer;United States;New York City;New York;10011;East;FUR-TA-10000577;Furniture;Tables;Bretford CR4500 Series Slim Rectangular Table;1045;5;40%;-2959785;iyn;2017
1564;CA-2015-158554;11.09.2015;11.09.2015;Same Day;CM-12190;Charlotte Melton;Consumer;United States;Philadelphia;Pennsylvania;19134;East;OFF-PA-10004000;Office Supplies;Paper;While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle;11352;3;20%;41151;sen;2015
1565;CA-2014-116239;03.04.2014;03.04.2014;Same Day;CL-12565;Clay Ludtke;Consumer;United States;Columbia;South Carolina;29203;South;OFF-ST-10001370;Office Supplies;Storage;Sensible Storage WireTech Storage Systems;355;5;0%;17745;apr;2014
1566;CA-2015-132101;19.03.2015;25.03.2015;Standard Class;JO-15550;Jesus Ocampo;Home Office;United States;Seattle;Washington;98105;West;TEC-PH-10004539;Technology;Phones;Wireless Extenders zBoost YX545 SOHO Signal Booster;453576;3;20%;396879;mar;2015
1567;CA-2015-129112;29.11.2015;30.11.2015;First Class;AW-10840;Anthony Witt;Consumer;United States;Allen;Texas;75002;Central;TEC-AC-10003038;Technology;Accessories;Kingston Digital DataTraveler 16GB USB 2.0;21;3;20%;0;noy;2015
1568;CA-2015-129112;29.11.2015;30.11.2015;First Class;AW-10840;Anthony Witt;Consumer;United States;Allen;Texas;75002;Central;OFF-BI-10000088;Office Supplies;Binders;GBC Imprintable Covers;8784;4;80%;-136152;noy;2015
1569;US-2017-152002;06.11.2017;06.11.2017;Same Day;DV-13465;Dianna Vittorini;Consumer;United States;Los Angeles;California;90004;West;OFF-PA-10000357;Office Supplies;Paper;White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11;123;3;0%;602553;noy;2017
1570;CA-2017-165029;26.11.2017;30.11.2017;Standard Class;AH-10075;Adam Hart;Corporate;United States;Atlanta;Georgia;30318;South;OFF-AR-10003504;Office Supplies;Art;Newell 347;31017;3;0%;37236;noy;2017
1571;US-2014-157385;23.11.2014;25.11.2014;First Class;SC-20095;Sanjit Chand;Consumer;United States;Los Angeles;California;90004;West;FUR-CH-10000863;Furniture;Chairs;Novimex Swivel Fabric Task Chair;604;5;20%;-67941;noy;2014
1572;US-2014-157385;23.11.2014;25.11.2014;First Class;SC-20095;Sanjit Chand;Consumer;United States;Los Angeles;California;90004;West;OFF-EN-10003160;Office Supplies;Envelopes;Pastel Pink Envelopes;22;3;0%;104832;noy;2014
1573;US-2014-157385;23.11.2014;25.11.2014;First Class;SC-20095;Sanjit Chand;Consumer;United States;Los Angeles;California;90004;West;TEC-AC-10003280;Technology;Accessories;Belkin F8E887 USB Wired Ergonomic Keyboard;30;1;0%;62979;noy;2014
1574;US-2014-157385;23.11.2014;25.11.2014;First Class;SC-20095;Sanjit Chand;Consumer;United States;Los Angeles;California;90004;West;FUR-CH-10000595;Furniture;Chairs;Safco Contoured Stacking Chairs;381;2;20%;24;noy;2014
1575;CA-2014-101602;15.12.2014;18.12.2014;First Class;MC-18100;Mick Crebagga;Consumer;United States;El Paso;Texas;79907;Central;TEC-PH-10000169;Technology;Phones;ARKON Windshield Dashboard Air Vent Car Mount Holder;41;3;20%;-9153;dek;2014
1576;CA-2014-101602;15.12.2014;18.12.2014;First Class;MC-18100;Mick Crebagga;Consumer;United States;El Paso;Texas;79907;Central;FUR-CH-10004675;Furniture;Chairs;Lifetime Advantage Folding Chairs, 4/Carton;763;5;30%;-21808;dek;2014
1577;CA-2016-109057;22.04.2016;27.04.2016;Standard Class;TT-21460;Tonja Turnell;Home Office;United States;Aurora;Illinois;60505;Central;OFF-ST-10002406;Office Supplies;Storage;Pizazz Global Quick File;23952;2;20%;23952;apr;2016
1578;CA-2016-154403;23.05.2016;27.05.2016;Standard Class;AP-10720;Anne Pryor;Home Office;United States;Florence;Alabama;35630;South;OFF-PA-10001526;Office Supplies;Paper;Xerox 1949;35886;1;0%;24402;may;2016
1579;CA-2016-102456;27.02.2016;03.01.2016;First Class;DL-12865;Dan Lawera;Consumer;United States;New York City;New York;10011;East;OFF-AP-10004336;Office Supplies;Appliances;Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit;171;3;0%;495552;fev;2016
1580;CA-2015-131338;08.09.2015;08.12.2015;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;TEC-PH-10003012;Technology;Phones;Nortel Meridian M3904 Professional Digital phone;308;2;0%;893142;sen;2015
1581;CA-2015-131338;08.09.2015;08.12.2015;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;FUR-TA-10002607;Furniture;Tables;KI Conference Tables;382806;9;40%;-1531224;sen;2015
1582;CA-2015-131338;08.09.2015;08.12.2015;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;OFF-ST-10000642;Office Supplies;Storage;Tennsco Lockers, Gray;42;2;0%;29372;sen;2015
1583;CA-2015-131338;08.09.2015;08.12.2015;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;OFF-BI-10000545;Office Supplies;Binders;GBC Ibimaster 500 Manual ProClick Binding System;1217568;2;20%;456588;sen;2015
1584;CA-2015-131338;08.09.2015;08.12.2015;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;FUR-FU-10002157;Furniture;Furnishings;Artistic Insta-Plaque;47;3;0%;183456;sen;2015
1585;CA-2015-131338;08.09.2015;08.12.2015;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;FUR-FU-10001706;Furniture;Furnishings;Longer-Life Soft White Bulbs;42522;2;0%;29568;sen;2015
1586;CA-2015-131338;08.09.2015;08.12.2015;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;TEC-PH-10000984;Technology;Phones;Panasonic KX-TG9471B;980;5;0%;274386;sen;2015
1587;CA-2015-131338;08.09.2015;08.12.2015;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;OFF-PA-10001357;Office Supplies;Paper;Xerox 1886;144;3;0%;68976;sen;2015
1588;CA-2015-131338;08.09.2015;08.12.2015;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;OFF-FA-10000992;Office Supplies;Fasteners;Acco Clips to Go Binder Clips, 24 Clips in Two Sizes;24016;3;0%;50055;sen;2015
1589;CA-2015-131338;08.09.2015;08.12.2015;First Class;NP-18325;Naresj Patel;Consumer;United States;New York City;New York;10024;East;TEC-AC-10002600;Technology;Accessories;Belkin QODE FastFit Bluetooth Keyboard;248;4;0%;34692;sen;2015
1590;CA-2016-109911;05.12.2016;16.05.2016;Standard Class;VG-21805;Vivek Grady;Corporate;United States;Virginia Beach;Virginia;23464;South;OFF-AR-10001662;Office Supplies;Art;Rogers Handheld Barrel Pencil Sharpener;35339;4;0%;29592;dek;2016
1591;US-2016-132423;15.04.2016;19.04.2016;Standard Class;MY-18295;Muhammed Yedwab;Corporate;United States;Grapevine;Texas;76051;Central;OFF-AR-10001221;Office Supplies;Art;Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color;33488;7;20%;58604;apr;2016
1592;US-2016-132423;15.04.2016;19.04.2016;Standard Class;MY-18295;Muhammed Yedwab;Corporate;United States;Grapevine;Texas;76051;Central;OFF-FA-10002988;Office Supplies;Fasteners;Ideal Clamps;46120;5;20%;29145;apr;2016
1593;CA-2015-122826;23.06.2015;25.06.2015;Second Class;RD-19480;Rick Duston;Consumer;United States;Olympia;Washington;98502;West;TEC-PH-10004830;Technology;Phones;Pyle PRT45 Retro Home Telephone;201568;4;20%;226764;iyn;2015
1594;CA-2014-117317;19.10.2014;19.10.2014;Same Day;JF-15490;Jeremy Farry;Consumer;United States;Los Angeles;California;90032;West;OFF-PA-10004519;Office Supplies;Paper;Spiral Phone Message Books with Labels by Adams;13;3;0%;65856;okt;2014
1595;CA-2015-118423;24.03.2015;27.03.2015;First Class;DP-13390;Dennis Pardue;Home Office;United States;Peoria;Illinois;61604;Central;FUR-BO-10000362;Furniture;Bookcases;Sauder Inglewood Library Bookcases;359058;3;30%;-359058;mar;2015
1596;CA-2017-149181;05.08.2017;05.12.2017;Standard Class;MD-17350;Maribeth Dona;Consumer;United States;Columbus;Ohio;43229;East;FUR-CH-10004540;Furniture;Chairs;Global Chrome Stack Chair;47992;2;30%;-20568;avq;2017
1597;CA-2017-132234;16.10.2017;18.10.2017;First Class;MY-17380;Maribeth Yedwab;Corporate;United States;New York City;New York;10011;East;FUR-FU-10001290;Furniture;Furnishings;Executive Impressions Supervisor Wall Clock;547;13;0%;175136;okt;2017
1598;CA-2017-158876;19.11.2017;21.11.2017;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Carrollton;Texas;75007;Central;OFF-PA-10000308;Office Supplies;Paper;Xerox 1901;16896;4;20%;46874;noy;2017
1599;CA-2017-158876;19.11.2017;21.11.2017;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Carrollton;Texas;75007;Central;OFF-SU-10001165;Office Supplies;Supplies;Acme Elite Stainless Steel Scissors;6672;1;20%;1;noy;2017
1600;CA-2017-158876;19.11.2017;21.11.2017;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Carrollton;Texas;75007;Central;OFF-AR-10003373;Office Supplies;Art;Boston School Pro Electric Pencil Sharpener, 1670;99136;4;20%;86744;noy;2017
1601;CA-2017-158876;19.11.2017;21.11.2017;Second Class;AB-10150;Aimee Bixby;Consumer;United States;Carrollton;Texas;75007;Central;FUR-FU-10001967;Furniture;Furnishings;Telescoping Adjustable Floor Lamp;15992;2;60%;-13993;noy;2017
1602;CA-2016-164672;05.08.2016;13.05.2016;Second Class;GB-14530;George Bell;Corporate;United States;Dover;Delaware;19901;East;FUR-FU-10001488;Furniture;Furnishings;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";212;2;0%;42392;avq;2016
1603;US-2016-132857;12.11.2016;17.12.2016;Standard Class;CA-12775;Cynthia Arntzen;Consumer;United States;Smyrna;Tennessee;37167;South;OFF-AR-10003251;Office Supplies;Art;Prang Drawing Pencil Set;6672;3;20%;1668;noy;2016
1604;CA-2017-116645;30.11.2017;12.04.2017;Standard Class;ME-17725;Max Engle;Consumer;United States;Newark;Delaware;19711;East;OFF-AR-10001044;Office Supplies;Art;BOSTON Ranger #55 Pencil Sharpener, Black;156;6;0%;452226;noy;2017
1605;US-2016-115819;19.04.2016;24.04.2016;Second Class;JO-15280;Jas O'Carroll;Consumer;United States;Los Angeles;California;90049;West;TEC-PH-10004700;Technology;Phones;PowerGen Dual USB Car Charger;40;5;20%;12987;apr;2016
1606;US-2016-115819;19.04.2016;24.04.2016;Second Class;JO-15280;Jas O'Carroll;Consumer;United States;Los Angeles;California;90049;West;OFF-AR-10000823;Office Supplies;Art;Newell 307;16923;3;0%;15288;apr;2016
1607;US-2016-115819;19.04.2016;24.04.2016;Second Class;JO-15280;Jas O'Carroll;Consumer;United States;Los Angeles;California;90049;West;OFF-AR-10004456;Office Supplies;Art;Panasonic KP-4ABK Battery-Operated Pencil Sharpener;73;5;0%;21228;apr;2016
1608;US-2016-115819;19.04.2016;24.04.2016;Second Class;JO-15280;Jas O'Carroll;Consumer;United States;Los Angeles;California;90049;West;OFF-BI-10000050;Office Supplies;Binders;Angle-D Binders with Locking Rings, Label Holders;30803;1;20%;1971;apr;2016
1609;US-2016-115819;19.04.2016;24.04.2016;Second Class;JO-15280;Jas O'Carroll;Consumer;United States;Los Angeles;California;90049;West;OFF-PA-10002377;Office Supplies;Paper;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages";23;4;0%;10224;apr;2016
1610;US-2016-115819;19.04.2016;24.04.2016;Second Class;JO-15280;Jas O'Carroll;Consumer;United States;Los Angeles;California;90049;West;OFF-BI-10000591;Office Supplies;Binders;Avery Binder Labels;9336;3;20%;32676;apr;2016
1611;CA-2014-156349;26.05.2014;30.05.2014;Standard Class;ML-17395;Marina Lichtenstein;Corporate;United States;Los Angeles;California;90008;West;FUR-BO-10000362;Furniture;Bookcases;Sauder Inglewood Library Bookcases;290666;2;15%;273568;may;2014
1612;CA-2014-156349;26.05.2014;30.05.2014;Standard Class;ML-17395;Marina Lichtenstein;Corporate;United States;Los Angeles;California;90008;West;TEC-PH-10000441;Technology;Phones;VTech DS6151;201584;2;20%;201584;may;2014
1613;CA-2014-156349;26.05.2014;30.05.2014;Standard Class;ML-17395;Marina Lichtenstein;Corporate;United States;Los Angeles;California;90008;West;TEC-PH-10002726;Technology;Phones;netTALK DUO VoIP Telephone Service;83984;2;20%;31494;may;2014
1614;CA-2017-138380;21.12.2017;25.12.2017;Standard Class;YS-21880;Yana Sorensen;Corporate;United States;Oakland;California;94601;West;OFF-ST-10003306;Office Supplies;Storage;Letter Size Cart;1000;7;0%;2900058;dek;2017
1615;US-2016-113509;15.03.2016;19.03.2016;Standard Class;PL-18925;Paul Lucas;Home Office;United States;Philadelphia;Pennsylvania;19143;East;TEC-AC-10004855;Technology;Accessories;V7 USB Numeric Keypad;83976;3;20%;-136461;mar;2016
1616;CA-2015-130022;08.10.2015;16.08.2015;Standard Class;JK-16120;Julie Kriz;Home Office;United States;Eagan;Minnesota;55122;Central;OFF-LA-10002787;Office Supplies;Labels;Avery 480;27454;1;0%;46235;okt;2015
1617;CA-2015-130022;08.10.2015;16.08.2015;Standard Class;JK-16120;Julie Kriz;Home Office;United States;Eagan;Minnesota;55122;Central;OFF-LA-10002043;Office Supplies;Labels;Avery 489;41;4;0%;19872;okt;2015
1618;CA-2015-130022;08.10.2015;16.08.2015;Standard Class;JK-16120;Julie Kriz;Home Office;United States;Eagan;Minnesota;55122;Central;OFF-AR-10001915;Office Supplies;Art;Peel-Off China Markers;30;3;0%;125118;okt;2015
1619;US-2016-118780;09.10.2016;14.09.2016;Second Class;PN-18775;Parhena Norris;Home Office;United States;New York City;New York;10011;East;OFF-ST-10000352;Office Supplies;Storage;Acco Perma 2700 Stacking Storage Drawers;59;2;0%;8922;okt;2016
1620;US-2016-118780;09.10.2016;14.09.2016;Second Class;PN-18775;Parhena Norris;Home Office;United States;New York City;New York;10011;East;OFF-PA-10000575;Office Supplies;Paper;Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page;25355;1;0%;30774;okt;2016
1621;CA-2017-108560;07.08.2017;15.07.2017;Standard Class;JC-15385;Jenna Caffey;Consumer;United States;Kent;Washington;98031;West;FUR-FU-10002937;Furniture;Furnishings;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";198;2;0%;99;avq;2017
1622;CA-2017-108560;07.08.2017;15.07.2017;Standard Class;JC-15385;Jenna Caffey;Consumer;United States;Kent;Washington;98031;West;OFF-LA-10003930;Office Supplies;Labels;Dot Matrix Printer Tape Reel Labels, White, 5000/Box;786;8;0%;3853752;avq;2017
1623;CA-2017-108560;07.08.2017;15.07.2017;Standard Class;JC-15385;Jenna Caffey;Consumer;United States;Kent;Washington;98031;West;OFF-BI-10001107;Office Supplies;Binders;GBC White Gloss Covers, Plain Front;23168;2;20%;78192;avq;2017
1624;CA-2017-108560;07.08.2017;15.07.2017;Standard Class;JC-15385;Jenna Caffey;Consumer;United States;Kent;Washington;98031;West;TEC-AC-10003063;Technology;Accessories;Micro Innovations USB RF Wireless Keyboard with Mouse;50;2;0%;46152;avq;2017
1625;CA-2015-157084;19.12.2015;24.12.2015;Standard Class;JG-15160;James Galang;Consumer;United States;Los Angeles;California;90049;West;TEC-PH-10002922;Technology;Phones;ShoreTel ShorePhone IP 230 VoIP phone;676;5;20%;84495;dek;2015
1626;CA-2015-157084;19.12.2015;24.12.2015;Standard Class;JG-15160;James Galang;Consumer;United States;Los Angeles;California;90049;West;TEC-AC-10002049;Technology;Accessories;Plantronics Savi W720 Multi-Device Wireless Headset System;1266;3;0%;556974;dek;2015
1627;CA-2015-164539;16.11.2015;22.11.2015;Standard Class;PO-19180;Philisse Overcash;Home Office;United States;New York City;New York;10011;East;OFF-AP-10002457;Office Supplies;Appliances;Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red;523;5;0%;1412775;noy;2015
1628;CA-2015-143119;24.09.2015;30.09.2015;Standard Class;MC-17275;Marc Crier;Consumer;United States;Lafayette;Louisiana;70506;South;FUR-CH-10001270;Furniture;Chairs;Harbour Creations Steel Folding Chair;518;6;0%;155;sen;2015
1629;CA-2017-101049;21.06.2017;25.06.2017;Second Class;AS-10240;Alan Shonely;Consumer;United States;Cleveland;Ohio;44105;East;FUR-FU-10004415;Furniture;Furnishings;Stacking Tray, Side-Loading, Legal, Smoke;18;5;20%;2464;iyn;2017
1630;CA-2017-101049;21.06.2017;25.06.2017;Second Class;AS-10240;Alan Shonely;Consumer;United States;Cleveland;Ohio;44105;East;OFF-BI-10001510;Office Supplies;Binders;Deluxe Heavy-Duty Vinyl Round Ring Binder;41256;6;70%;-34;iyn;2017
1631;CA-2016-106530;05.08.2016;05.08.2016;Same Day;CL-12565;Clay Ludtke;Consumer;United States;Cleveland;Ohio;44105;East;OFF-ST-10002011;Office Supplies;Storage;Smead Adjustable Mobile File Trolley with Lockable Top;1006056;3;20%;880299;avq;2016
